disease_name,disease_id,ontology_prefix,display_group,relation,evidence_score,evidence_count,number_of_pmids,number_of_snps,disease_specificity_index,disease_pleiotropy_index,year_initial,year_final,direct_sources
mitochondrial substrate carrier disorder,MONDO_0016801,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0366918879730972,1,,,,,,,"[""OPEN_TARGETS""]"
autosomal recessive sideroblastic anemia,MONDO_0016828,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0366918879730972,1,,,,,,,"[""OPEN_TARGETS""]"
benign recurrent intrahepatic cholestasis type 1,MONDO_0009469,MONDO,disease / other candidate,ASSOCIATED_WITH,0.036654929987628725,1,,,,,,,"[""OPEN_TARGETS""]"
Recurrent infections-myelofibrosis-nephromegaly syndrome,Orphanet_369852,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03662536359925395,1,,,,,,,"[""OPEN_TARGETS""]"
Pyle disease,MONDO_0009943,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03661797200216026,1,,,,,,,"[""OPEN_TARGETS""]"
progressive familial intrahepatic cholestasis type 2,MONDO_0011156,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03661797200216026,1,,,,,,,"[""OPEN_TARGETS""]"
Bruck syndrome,MONDO_0017195,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03659579721087917,1,,,,,,,"[""OPEN_TARGETS""]"
pancytopenia due to IKZF1 mutations,MONDO_0014810,MONDO,disease / other candidate,ASSOCIATED_WITH,0.036566230822504396,1,,,,,,,"[""OPEN_TARGETS""]"
aggressive B-cell non-Hodgkin lymphoma,MONDO_0017595,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03655762691893635,30,,,,,,,"[""OPEN_TARGETS""]"
severe combined immunodeficiency due to LCK deficiency,MONDO_0014334,MONDO,disease / other candidate,ASSOCIATED_WITH,0.036544056031223314,1,,,,,,,"[""OPEN_TARGETS""]"
"hyper-IgE recurrent infection syndrome 4A, autosomal dominant",MONDO_0800131,MONDO,disease / other candidate,ASSOCIATED_WITH,0.036544056031223314,1,,,,,,,"[""OPEN_TARGETS""]"
"hypophosphatemic rickets, X-linked recessive",MONDO_0010358,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03649231485156745,1,,,,,,,"[""OPEN_TARGETS""]"
X-linked recessive disease,MONDO_0020605,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03649231485156745,1,,,,,,,"[""OPEN_TARGETS""]"
X-linked hypophosphatemic rickets,MONDO_0020720,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03649231485156745,1,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic male infertility,Orphanet_399980,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03647753165738007,1,,,,,,,"[""OPEN_TARGETS""]"
Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,Orphanet_399983,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03647753165738007,1,,,,,,,"[""OPEN_TARGETS""]"
Isolated follicle stimulating hormone deficiency,Orphanet_52901,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03647753165738007,1,,,,,,,"[""OPEN_TARGETS""]"
hepatic fibrosis-renal cysts-intellectual disability syndrome,MONDO_0008941,MONDO,disease / other candidate,ASSOCIATED_WITH,0.036425790477724214,1,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic intellectual disability,Orphanet_183757,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.036425790477724214,1,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic intellectual disability with developmental anomaly,Orphanet_183763,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.036425790477724214,1,,,,,,,"[""OPEN_TARGETS""]"
Hepatic fibrosis - renal cysts - intellectual disability,Orphanet_2031,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.036425790477724214,1,,,,,,,"[""OPEN_TARGETS""]"
Felty's syndrome,EFO_0007269,EFO,disease / other candidate,ASSOCIATED_WITH,0.03641100728353682,1,,,,,,,"[""OPEN_TARGETS""]"
"immune deficiency, familial variable",MONDO_0007814,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03638144089516205,1,,,,,,,"[""OPEN_TARGETS""]"
"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",MONDO_0024770,MONDO,disease / other candidate,ASSOCIATED_WITH,0.036374049298068346,1,,,,,,,"[""OPEN_TARGETS""]"
"autoinflammatory syndrome, familial, Behcet-like",MONDO_0031384,MONDO,disease / other candidate,ASSOCIATED_WITH,0.036374049298068346,1,,,,,,,"[""OPEN_TARGETS""]"
"inflammatory bowel disease, immunodeficiency, and encephalopathy",EFO_0010258,EFO,disease / other candidate,ASSOCIATED_WITH,0.036255783744569246,1,,,,,,,"[""OPEN_TARGETS""]"
hereditary stomatocytosis,MONDO_0020102,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03624623626498989,5,,,,,,,"[""OPEN_TARGETS""]"
"phosphoenolpyruvate carboxykinase deficiency, mitochondrial",MONDO_0009864,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03624100055038186,1,,,,,,,"[""OPEN_TARGETS""]"
phosphoenolpyruvate carboxykinase deficiency,MONDO_0017320,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03624100055038186,1,,,,,,,"[""OPEN_TARGETS""]"
disorder of gluconeogenesis,MONDO_0019225,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03624100055038186,1,,,,,,,"[""OPEN_TARGETS""]"
pulmonary alveolar proteinosis with hypogammaglobulinemia,MONDO_0020840,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03622621735619447,1,,,,,,,"[""OPEN_TARGETS""]"
Isolated polycystic liver disease,Orphanet_2924,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03622621735619447,1,,,,,,,"[""OPEN_TARGETS""]"
hepatic veno-occlusive disease-immunodeficiency syndrome,MONDO_0009338,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03618186777363231,1,,,,,,,"[""OPEN_TARGETS""]"
Familial hemophagocytic lymphohistiocytosis,Orphanet_540,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.036152301385257525,1,,,,,,,"[""OPEN_TARGETS""]"
chronic hepatitis B virus infection,EFO_0004239,EFO,disease / other candidate,ASSOCIATED_WITH,0.0361471458732118,18,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 104,MONDO_0012163,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03610056020560167,1,,,,,,,"[""OPEN_TARGETS""]"
sickle cell anemia,MONDO_0011382,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03609563247420588,3,,,,,,,"[""OPEN_TARGETS""]"
hepatitis D virus infection,EFO_0007304,EFO,disease / other candidate,ASSOCIATED_WITH,0.036085777011414286,1,,,,,,,"[""OPEN_TARGETS""]"
hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency,MONDO_0012465,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03604881902594582,1,,,,,,,"[""OPEN_TARGETS""]"
inborn disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation,MONDO_0017748,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03604881902594582,1,,,,,,,"[""OPEN_TARGETS""]"
disorder of GPI anchor biosynthesis,MONDO_0024321,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03604881902594582,1,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 66,MONDO_0030013,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03604142742885212,1,,,,,,,"[""OPEN_TARGETS""]"
embryonal neoplasm,EFO_0005784,EFO,disease / other candidate,ASSOCIATED_WITH,0.035966477732444685,29,,,,,,,"[""OPEN_TARGETS""]"
Charcot-Marie-Tooth disease,MONDO_0015626,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035958271961548056,3,,,,,,,"[""OPEN_TARGETS""]"
primitive neuroectodermal tumor,EFO_0005235,EFO,disease / other candidate,ASSOCIATED_WITH,0.03593997464520063,26,,,,,,,"[""OPEN_TARGETS""]"
Neuroblastic Tumor,EFO_1000393,EFO,disease / other candidate,ASSOCIATED_WITH,0.035935506425027484,25,,,,,,,"[""OPEN_TARGETS""]"
syndromic craniosynostosis,MONDO_0015338,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03592500977462643,3,,,,,,,"[""OPEN_TARGETS""]"
craniosynostosis,MONDO_0015469,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03592500977462643,3,,,,,,,"[""OPEN_TARGETS""]"
complement component C1s deficiency,MONDO_0013419,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035915770278259325,1,,,,,,,"[""OPEN_TARGETS""]"
disorder of tyrosine metabolism,MONDO_0017307,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03582871369026693,3,,,,,,,"[""OPEN_TARGETS""]"
oculocutaneous albinism type 1,MONDO_0018135,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03582871369026693,3,,,,,,,"[""OPEN_TARGETS""]"
oculocutaneous albinism,MONDO_0018910,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03582871369026693,3,,,,,,,"[""OPEN_TARGETS""]"
inborn disorder of phenylalanine and tyrosine metabolism,MONDO_0019235,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03582871369026693,3,,,,,,,"[""OPEN_TARGETS""]"
inherited ichthyosis,MONDO_0015947,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035775740577762116,4,,,,,,,"[""OPEN_TARGETS""]"
ichthyosis,MONDO_0019269,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035775740577762116,4,,,,,,,"[""OPEN_TARGETS""]"
Cernunnos-XLF deficiency,MONDO_0012650,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03575315514219805,1,,,,,,,"[""OPEN_TARGETS""]"
sporadic porphyria cutanea tarda,MONDO_0008295,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035671847574167415,1,,,,,,,"[""OPEN_TARGETS""]"
acquired porphyria,MONDO_1030015,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035671847574167415,1,,,,,,,"[""OPEN_TARGETS""]"
complement factor I deficiency,MONDO_0012594,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03553879882648093,1,,,,,,,"[""OPEN_TARGETS""]"
familial hypercholesterolemia,EFO_0004911,EFO,disease / other candidate,ASSOCIATED_WITH,0.03553140722938723,1,,,,,,,"[""OPEN_TARGETS""]"
hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,MONDO_0016203,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03553140722938723,1,,,,,,,"[""OPEN_TARGETS""]"
inborn disorder of bile acid synthesis,MONDO_0019218,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03553140722938723,1,,,,,,,"[""OPEN_TARGETS""]"
hyperlipoproteinemia,MONDO_0037748,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03553140722938723,1,,,,,,,"[""OPEN_TARGETS""]"
primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,MONDO_0014715,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03548705764682507,1,,,,,,,"[""OPEN_TARGETS""]"
congenital macroglossia,MONDO_0007927,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035479666049731365,1,,,,,,,"[""OPEN_TARGETS""]"
macroglossia,MONDO_0015496,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035479666049731365,1,,,,,,,"[""OPEN_TARGETS""]"
Disorder of amino acid and other organic acid metabolism,Orphanet_79062,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.035354008899138575,2,,,,,,,"[""OPEN_TARGETS""]"
glycogen storage disease IXa1,MONDO_0010598,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03529487612238902,1,,,,,,,"[""OPEN_TARGETS""]"
Hypocalcemic vitamin D-dependent rickets,Orphanet_289157,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.035280092928201626,1,,,,,,,"[""OPEN_TARGETS""]"
vasculitis,EFO_0006803,EFO,disease / other candidate,ASSOCIATED_WITH,0.03517441930208962,9,,,,,,,"[""OPEN_TARGETS""]"
mitochondrial DNA depletion syndrome 16 (hepatic type),MONDO_0032799,MONDO,disease / other candidate,ASSOCIATED_WITH,0.035110086195046665,1,,,,,,,"[""OPEN_TARGETS""]"
endometrial cancer,MONDO_0011962,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03508899443378975,28,,,,,,,"[""OPEN_TARGETS""]"
hereditary hyperbilirubinemia,MONDO_0002408,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03499921223864127,1,,,,,,,"[""OPEN_TARGETS""]"
Dubin-Johnson syndrome,MONDO_0009380,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03499921223864127,1,,,,,,,"[""OPEN_TARGETS""]"
craniometaphyseal dysplasia,MONDO_0015465,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03498442904445387,2,,,,,,,"[""OPEN_TARGETS""]"
lethal recessive chondrodysplasia,MONDO_0015425,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03496964585026648,1,,,,,,,"[""OPEN_TARGETS""]"
chondrodysplasia,MONDO_0022723,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03496964585026648,1,,,,,,,"[""OPEN_TARGETS""]"
"T-cell lymphopenia, infantile, with or without nail dystrophy, autosomal dominant",MONDO_0032928,MONDO,disease / other candidate,ASSOCIATED_WITH,0.034932687864798015,1,,,,,,,"[""OPEN_TARGETS""]"
glycogen storage disease III,MONDO_0009291,MONDO,disease / other candidate,ASSOCIATED_WITH,0.034914208872063784,3,,,,,,,"[""OPEN_TARGETS""]"
lymphadenitis,MONDO_0002052,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0348302195454504,7,,,,,,,"[""OPEN_TARGETS""]"
Disorder of phenylalanin or tyrosine metabolism,Orphanet_79190,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03479963911711152,1,,,,,,,"[""OPEN_TARGETS""]"
Tyrosinemia type 1,Orphanet_882,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03479963911711152,1,,,,,,,"[""OPEN_TARGETS""]"
ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome,MONDO_0009445,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03477746432583044,1,,,,,,,"[""OPEN_TARGETS""]"
lymphoproliferative syndrome 1,MONDO_0013081,MONDO,disease / other candidate,ASSOCIATED_WITH,0.034710939951987194,1,,,,,,,"[""OPEN_TARGETS""]"
mitochondrial DNA depletion syndrome 4a,MONDO_0008758,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03469061305997954,5,,,,,,,"[""OPEN_TARGETS""]"
"periodic fever, immunodeficiency, and thrombocytopenia syndrome",MONDO_0007883,MONDO,disease / other candidate,ASSOCIATED_WITH,0.034681373563612415,1,,,,,,,"[""OPEN_TARGETS""]"
"carnitine palmitoyl transferase II deficiency, severe infantile form",MONDO_0010914,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03466659036942502,1,,,,,,,"[""OPEN_TARGETS""]"
carnitine palmitoyltransferase II deficiency,MONDO_0015515,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03466659036942502,1,,,,,,,"[""OPEN_TARGETS""]"
disorder of carnitine cycle and carnitine transport,MONDO_0017716,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03466659036942502,1,,,,,,,"[""OPEN_TARGETS""]"
obesity due to melanocortin 4 receptor deficiency,MONDO_0019115,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03466659036942502,1,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 76,MONDO_0030898,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03462963238395657,1,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency due to CD25 deficiency,MONDO_0011664,MONDO,disease / other candidate,ASSOCIATED_WITH,0.034622240786862865,1,,,,,,,"[""OPEN_TARGETS""]"
"immunodeficiency, common variable, 10",MONDO_0014260,MONDO,disease / other candidate,ASSOCIATED_WITH,0.034622240786862865,1,,,,,,,"[""OPEN_TARGETS""]"
mucocutaneous lymph node syndrome,EFO_0004246,EFO,disease / other candidate,ASSOCIATED_WITH,0.034581587002847546,6,,,,,,,"[""OPEN_TARGETS""]"
neuroblastoma,EFO_0000621,EFO,disease / other candidate,ASSOCIATED_WITH,0.03448990904926849,21,,,,,,,"[""OPEN_TARGETS""]"
"erythroleukemia, familial, susceptibility to",MONDO_0007573,MONDO,disease / other candidate,ASSOCIATED_WITH,0.034481800442082676,1,,,,,,,"[""OPEN_TARGETS""]"
colonic neoplasm,EFO_0004288,EFO,disease / other candidate,ASSOCIATED_WITH,0.03443378849621405,38,,,,,,,"[""OPEN_TARGETS""]"
colon carcinoma,EFO_1001950,EFO,disease / other candidate,ASSOCIATED_WITH,0.03443059144429746,36,,,,,,,"[""OPEN_TARGETS""]"
malignant colon neoplasm,MONDO_0021063,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03443059144429746,36,,,,,,,"[""OPEN_TARGETS""]"
epithelial tumor of colon,MONDO_0024479,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03443059144429746,36,,,,,,,"[""OPEN_TARGETS""]"
hepatorenocardiac degenerative fibrosis,MONDO_0859254,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03429701051474033,1,,,,,,,"[""OPEN_TARGETS""]"
Acute infantile liver failure-multisystemic involvement syndrome,Orphanet_370088,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.034289618917646626,1,,,,,,,"[""OPEN_TARGETS""]"
autoimmune disorder of exocrine system,MONDO_0000586,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03418098293044758,14,,,,,,,"[""OPEN_TARGETS""]"
Autoimmune Hepatitis,EFO_0005676,EFO,disease / other candidate,ASSOCIATED_WITH,0.03417651471027442,13,,,,,,,"[""OPEN_TARGETS""]"
Charcot-Marie-Tooth disease type 2,MONDO_0018993,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03415657016996014,1,,,,,,,"[""OPEN_TARGETS""]"
"Charcot-Marie-Tooth disease, axonal, type 2EE",MONDO_0032728,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03415657016996014,1,,,,,,,"[""OPEN_TARGETS""]"
combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,MONDO_0060611,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03413439537867906,1,,,,,,,"[""OPEN_TARGETS""]"
deficiency anemia,MONDO_0001639,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03404939201210157,3,,,,,,,"[""OPEN_TARGETS""]"
megaloblastic anemia,MONDO_0001700,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03404939201210157,3,,,,,,,"[""OPEN_TARGETS""]"
macrocytic anemia,MONDO_0002281,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03404939201210157,3,,,,,,,"[""OPEN_TARGETS""]"
inherited deficiency anemia,MONDO_0016624,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03404939201210157,3,,,,,,,"[""OPEN_TARGETS""]"
benign connective and soft tissue neoplasm,MONDO_0000654,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03399826679887019,4,,,,,,,"[""OPEN_TARGETS""]"
germ cell tumor,EFO_0000514,EFO,disease / other candidate,ASSOCIATED_WITH,0.03392474171860322,12,,,,,,,"[""OPEN_TARGETS""]"
ischemia,EFO_0000556,EFO,disease / other candidate,ASSOCIATED_WITH,0.03391225504830941,86,,,,,,,"[""OPEN_TARGETS""]"
low grade glioma,MONDO_0021637,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033900752859960574,13,,,,,,,"[""OPEN_TARGETS""]"
otopalatodigital syndrome type 1,MONDO_0010704,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03386829788330607,1,,,,,,,"[""OPEN_TARGETS""]"
otopalatodigital syndrome spectrum disorder,MONDO_0018233,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03386829788330607,1,,,,,,,"[""OPEN_TARGETS""]"
otopalatodigital syndrome,MONDO_0019027,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03386829788330607,1,,,,,,,"[""OPEN_TARGETS""]"
filamin-related bone disorder,MONDO_0019690,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03386829788330607,1,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 82 with systemic inflammation,MONDO_0030308,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03385351468911868,1,,,,,,,"[""OPEN_TARGETS""]"
bone benign neoplasm,MONDO_0000631,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033844275192751565,3,,,,,,,"[""OPEN_TARGETS""]"
multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO_0015159,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033776586162815474,9,,,,,,,"[""OPEN_TARGETS""]"
pyogenic bacterial infections due to MyD88 deficiency,MONDO_0012839,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03377220712108804,1,,,,,,,"[""OPEN_TARGETS""]"
ring chromosome Y,MONDO_0016853,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03377220712108804,1,,,,,,,"[""OPEN_TARGETS""]"
ring chromosome disorder,MONDO_0700091,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03377220712108804,1,,,,,,,"[""OPEN_TARGETS""]"
Waldenstrom macroglobulinemia,EFO_0009441,EFO,disease / other candidate,ASSOCIATED_WITH,0.03372785753852589,2,,,,,,,"[""OPEN_TARGETS""]"
lymphoplasmacytic lymphoma,MONDO_0000432,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03372785753852589,2,,,,,,,"[""OPEN_TARGETS""]"
oral lichen planus,EFO_0008517,EFO,disease / other candidate,ASSOCIATED_WITH,0.033719028686441756,4,,,,,,,"[""OPEN_TARGETS""]"
lichen disease,EFO_1000724,EFO,disease / other candidate,ASSOCIATED_WITH,0.033719028686441756,4,,,,,,,"[""OPEN_TARGETS""]"
lichen planus,EFO_1000726,EFO,disease / other candidate,ASSOCIATED_WITH,0.033719028686441756,4,,,,,,,"[""OPEN_TARGETS""]"
protozoa infectious disease,MONDO_0002428,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033698227257984395,51,,,,,,,"[""OPEN_TARGETS""]"
"craniometadiaphyseal dysplasia, wormian bone type",MONDO_0010014,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03364654997049526,1,,,,,,,"[""OPEN_TARGETS""]"
Autosomal recessive malignant osteopetrosis,Orphanet_667,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.033639158373401555,1,,,,,,,"[""OPEN_TARGETS""]"
lipodystrophy,EFO_1000727,EFO,disease / other candidate,ASSOCIATED_WITH,0.03361698358212047,1,,,,,,,"[""OPEN_TARGETS""]"
CIDEC-related familial partial lipodystrophy,MONDO_0014098,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03361698358212047,1,,,,,,,"[""OPEN_TARGETS""]"
hereditary lipodystrophy,MONDO_0020087,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03361698358212047,1,,,,,,,"[""OPEN_TARGETS""]"
familial partial lipodystrophy,MONDO_0020088,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03361698358212047,1,,,,,,,"[""OPEN_TARGETS""]"
partial lipodystrophy,MONDO_0027767,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03361698358212047,1,,,,,,,"[""OPEN_TARGETS""]"
Pick disease,EFO_0003096,EFO,disease / other candidate,ASSOCIATED_WITH,0.03357017013386041,4,,,,,,,"[""OPEN_TARGETS""]"
frontotemporal dementia,MONDO_0017276,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03357017013386041,4,,,,,,,"[""OPEN_TARGETS""]"
cerebral cortex disorder,MONDO_0044996,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03357017013386041,4,,,,,,,"[""OPEN_TARGETS""]"
"autoinflammatory disease, X-linked",MONDO_0800129,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03356524240246462,1,,,,,,,"[""OPEN_TARGETS""]"
partial chromosome Y deletion,MONDO_0015607,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03354306761118354,1,,,,,,,"[""OPEN_TARGETS""]"
Laurence-Moon syndrome,MONDO_0009514,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03353690794693878,6,,,,,,,"[""OPEN_TARGETS""]"
Congenital bile acid synthesis defect type 4,Orphanet_79095,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03350610962571507,1,,,,,,,"[""OPEN_TARGETS""]"
Pallister-Hall syndrome,MONDO_0007804,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033481619379893315,21,,,,,,,"[""OPEN_TARGETS""]"
non-acquired combined pituitary hormone deficiency,MONDO_0018762,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033481619379893315,21,,,,,,,"[""OPEN_TARGETS""]"
autosomal dominant cerebellar ataxia,MONDO_0020380,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03347531130449134,5,,,,,,,"[""OPEN_TARGETS""]"
hereditary folate malabsorption,MONDO_0009238,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03340262726640334,1,,,,,,,"[""OPEN_TARGETS""]"
disorder of folate metabolism and transport,MONDO_0017313,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03340262726640334,1,,,,,,,"[""OPEN_TARGETS""]"
disorder of vitamin and non-protein cofactor absorption and transport,MONDO_0017758,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03340262726640334,1,,,,,,,"[""OPEN_TARGETS""]"
Ebola hemorrhagic fever,EFO_0007243,EFO,disease / other candidate,ASSOCIATED_WITH,0.033358277683841184,1,,,,,,,"[""OPEN_TARGETS""]"
Filoviridae infectious disease,EFO_0007273,EFO,disease / other candidate,ASSOCIATED_WITH,0.033358277683841184,1,,,,,,,"[""OPEN_TARGETS""]"
Mononegavirales infectious disease,EFO_0007376,EFO,disease / other candidate,ASSOCIATED_WITH,0.033358277683841184,1,,,,,,,"[""OPEN_TARGETS""]"
impaired renal function disease,MONDO_0001343,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033355509091283306,39,,,,,,,"[""OPEN_TARGETS""]"
"46,XY partial gonadal dysgenesis",MONDO_0016674,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0333361028925601,1,,,,,,,"[""OPEN_TARGETS""]"
osteosclerosis-developmental delay-craniosynostosis syndrome,MONDO_0015800,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03329175330999794,1,,,,,,,"[""OPEN_TARGETS""]"
glycoproteinosis,MONDO_0017731,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03329175330999794,1,,,,,,,"[""OPEN_TARGETS""]"
alpha-N-acetylgalactosaminidase deficiency,MONDO_0017779,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03329175330999794,1,,,,,,,"[""OPEN_TARGETS""]"
oligosaccharidosis,MONDO_0019251,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03329175330999794,1,,,,,,,"[""OPEN_TARGETS""]"
alpha-N-acetylgalactosaminidase deficiency type 3,MONDO_0019264,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03329175330999794,1,,,,,,,"[""OPEN_TARGETS""]"
Cyclic neutropenia,Orphanet_2686,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.03329175330999794,1,,,,,,,"[""OPEN_TARGETS""]"
cardiovascular organ benign neoplasm,MONDO_0000629,MONDO,disease / other candidate,ASSOCIATED_WITH,0.03324370792888893,3,,,,,,,"[""OPEN_TARGETS""]"
cerebral cavernous malformation,MONDO_0000820,MONDO,disease / other candidate,ASSOCIATED_WITH,0.033134143424916496,8,,,,,,,"[""OPEN_TARGETS""]"
